userID,movieRow,score
288,344,50
288,344,50
58,346,60
144,346,50
172,346,50
190,346,50
220,346,50
288,346,50
521,346,50
959,346,50
58,343,60
57,345,60
57,347,60
52,352,60
68,1585,60
144,1585,50
159,1585,50
172,1585,50
288,1585,50
288,1585,50
423,1585,50
521,1585,50
52,353,60
58,350,60
52,354,60
52,355,60
52,356,60
52,357,60
58,351,60
52,358,60
52,359,60
52,362,60
392,362,5
392,362,50
52,363,60
68,1587,60
144,1587,50
159,1587,50
172,1587,50
288,1587,50
288,1587,50
288,1587,50
52,360,60
52,365,60
52,361,60
52,366,60
52,364,60
52,368,60
52,367,60
52,369,60
52,370,60
52,371,60
52,372,60
52,373,60
52,374,60
52,376,60
52,375,60
52,377,60
52,378,60
52,379,60
52,380,60
52,381,60
52,382,60
52,383,60
52,384,60
52,385,60
52,386,60
52,388,60
52,387,60
52,389,60
68,390,60
288,390,50
288,390,50
288,390,50
521,390,50
68,391,60
288,391,50
288,391,50
288,391,50
71,1582,60
9,395,60
9,392,60
9,393,60
58,397,60
71,396,60
68,394,60
288,394,50
288,394,50
288,394,50
58,401,60
58,404,60
58,398,60
58,405,60
58,400,60
58,399,60
58,403,60
123,403,50
58,402,60
58,406,60
72,407,60
73,408,60
74,409,60
72,410,60
75,411,60
76,412,60
77,413,60
78,1112,60
79,414,60
80,1114,60
77,415,60
81,416,60
82,417,60
83,418,60
84,419,60
85,420,60
83,421,60
79,422,60
80,423,60
86,424,60
83,1115,60
75,1117,60
87,425,60
83,427,60
83,428,60
83,1116,60
103,1116,50
78,426,60
87,429,60
98,429,50
77,430,60
88,431,60
88,433,60
81,434,60
82,432,60
77,435,60
89,436,60
84,439,60
283,439,50
323,439,50
82,1120,60
81,437,60
77,438,60
84,1119,60
88,440,60
85,441,60
90,443,60
81,444,60
72,442,60
82,445,60
79,449,60
88,1122,60
72,446,60
79,447,60
84,448,60
72,453,60
79,450,60
84,452,60
86,454,60
86,451,60
81,455,60
77,456,60
89,457,60
77,1121,60
89,458,60
86,462,60
83,1124,60
77,459,60
90,460,60
86,461,60
86,1126,60
87,1123,60
74,1125,60
76,464,60
297,464,50
85,463,60
297,463,50
1300,463,50
72,465,60
297,465,50
302,465,50
82,466,60
297,466,50
302,466,50
73,467,60
77,468,60
74,1127,60
74,1128,60
517,1128,50
83,469,60
517,469,50
83,472,60
517,472,50
90,1129,60
158,1129,50
408,1129,50
73,470,60
158,470,50
408,470,50
79,473,60
158,473,50
408,473,50
78,471,60
85,474,60
83,475,60
84,476,60
91,477,60
72,478,60
73,479,60
86,480,60
84,481,60
76,482,60
90,483,60
86,1130,60
81,484,60
72,485,60
74,486,60
86,487,60
91,489,60
79,488,60
81,490,60
88,491,60
75,492,60
90,1131,60
81,493,60
78,495,60
77,496,60
75,497,60
78,494,60
80,498,60
89,499,60
73,500,60
89,501,60
83,502,60
82,503,60
78,504,60
72,506,60
82,505,60
83,507,60
74,509,60
241,509,50
316,509,50
79,508,60
75,516,60
241,516,50
79,510,60
241,510,50
77,511,60
241,511,50
89,517,60
241,517,50
290,517,50
79,514,60
241,514,50
78,1132,60
86,1133,60
87,515,60
80,513,60
84,1135,60
142,1135,50
72,1134,60
74,512,60
78,518,60
88,520,60
82,1136,60
79,519,60
76,522,60
90,524,60
89,1137,60
81,1138,60
86,1140,60
79,521,60
73,523,60
88,526,60
85,525,60
85,527,60
91,528,60
73,530,60
87,529,60
84,531,60
73,532,60
75,533,60
423,533,50
81,534,60
423,534,50
81,536,60
76,535,60
74,538,60
88,537,60
74,541,60
88,539,60
84,540,60
72,1141,60
79,542,60
85,543,60
83,1142,60
80,1143,60
73,544,60
83,546,60
282,546,50
284,546,50
320,546,50
323,546,50
79,547,60
282,547,50
284,547,50
320,547,50
323,547,50
408,547,50
75,550,60
243,550,50
282,550,50
284,550,50
320,550,50
323,550,50
512,550,50
74,545,60
86,548,60
80,549,60
89,551,60
78,552,60
88,553,60
87,554,60
77,555,60
83,557,60
82,556,60
80,558,60
79,560,60
79,1139,60
87,561,60
77,559,60
89,563,60
82,562,60
73,564,60
75,565,60
87,566,60
74,568,60
79,567,60
86,570,60
86,569,60
79,572,60
225,572,50
86,571,60
225,571,50
84,574,60
90,575,60
82,573,60
79,577,60
87,578,60
84,576,60
89,579,60
91,580,60
73,1144,60
87,581,60
72,584,60
91,582,60
74,583,60
78,585,60
429,585,50
72,586,60
77,588,60
429,588,50
73,590,60
429,590,50
90,589,60
316,589,50
429,589,50
88,1145,60
73,591,60
88,592,60
80,587,60
316,587,50
429,587,50
76,593,60
76,594,60
72,595,60
83,596,60
88,600,60
84,597,60
91,599,60
81,601,60
79,598,60
86,602,60
91,1146,60
81,603,60
87,604,60
85,607,60
91,606,60
88,605,60
91,608,60
73,611,60
76,609,60
77,610,60
77,614,60
89,612,60
75,613,60
82,615,60
78,616,60
87,617,60
75,618,60
78,620,60
118,620,50
90,621,60
74,619,60
73,622,60
73,623,60
118,623,50
78,624,60
225,624,50
227,624,50
90,626,60
225,626,50
76,1149,60
79,625,60
89,628,60
77,627,60
83,631,60
83,629,60
90,630,60
86,1147,60
81,632,60
81,633,60
88,634,60
87,635,60
72,1153,60
90,1148,60
112,1148,50
74,637,60
430,637,5
430,637,50
89,636,60
87,638,60
517,638,50
75,640,60
517,640,50
85,639,60
517,639,50
88,641,60
241,641,50
86,1154,60
241,1154,50
77,642,60
241,642,50
77,643,60
78,645,60
87,644,60
241,644,50
90,646,60
81,647,60
80,648,60
89,651,60
76,649,60
89,650,60
88,652,60
87,653,60
82,654,60
87,1156,60
78,1157,60
72,655,60
77,656,60
76,657,60
89,658,60
1346,658,50
81,659,60
89,660,60
72,1150,60
1346,1150,50
73,661,60
82,663,60
81,664,60
1353,664,50
78,666,60
394,666,50
1353,666,50
78,662,60
82,665,60
394,665,50
1353,665,50
83,667,60
1282,667,50
86,669,60
1282,669,50
86,668,60
1282,668,50
72,670,60
122,670,50
77,671,60
122,671,50
83,672,60
122,672,50
75,673,60
122,673,50
75,1155,60
122,1155,50
73,674,60
79,677,60
475,677,50
85,676,60
475,676,50
74,675,60
86,679,60
490,679,50
76,678,60
490,678,50
91,680,60
318,680,50
490,680,50
73,681,60
318,681,50
490,681,50
74,682,60
318,682,50
490,682,50
88,683,60
318,683,50
490,683,50
91,684,60
252,684,50
74,685,60
252,685,50
87,686,60
252,686,50
91,687,60
252,687,50
86,688,60
252,688,50
83,690,60
252,690,50
74,689,60
252,689,50
73,691,60
73,692,60
79,693,60
91,695,60
85,696,60
77,698,60
83,697,60
81,694,60
83,700,60
90,701,60
76,703,60
90,699,60
82,1151,60
82,704,60
77,702,60
80,706,60
86,705,60
87,708,60
72,707,60
77,1161,60
89,710,60
452,710,50
79,709,60
83,711,60
87,714,60
142,714,50
77,712,60
80,713,60
79,715,60
83,716,60
74,717,60
91,718,60
79,719,60
87,720,60
81,722,60
84,721,60
85,723,60
75,724,60
86,725,60
83,729,60
85,726,60
83,728,60
79,1160,60
86,727,60
87,730,60
85,735,60
79,736,60
91,732,60
85,733,60
73,731,60
75,1152,60
87,734,60
87,737,60
82,738,60
86,739,60
83,740,60
87,1159,60
85,1158,60
142,1158,50
74,1163,60
142,1163,50
91,741,60
463,741,50
87,744,60
142,744,50
75,742,60
72,743,60
80,745,60
78,746,60
80,747,60
89,1162,60
77,748,60
80,751,60
75,753,60
98,753,50
73,749,60
72,758,60
98,758,50
86,750,60
122,750,50
269,750,50
323,750,50
76,755,60
122,755,50
269,755,50
323,755,50
89,757,60
122,757,50
269,757,50
323,757,50
81,1164,60
122,1164,50
269,1164,50
323,1164,50
77,756,60
98,756,50
122,756,50
269,756,50
323,756,50
86,752,60
98,752,50
98,752,50
122,752,50
269,752,50
323,752,50
91,760,60
88,762,60
98,762,50
72,759,60
84,754,60
98,754,50
479,754,50
76,761,60
98,761,50
98,761,50
171,761,50
89,765,60
98,765,50
74,766,60
80,768,60
76,763,60
98,763,50
76,764,60
89,767,60
79,769,60
77,770,60
81,772,60
74,771,60
83,773,60
88,774,60
80,781,60
269,781,50
84,779,60
93,779,50
269,779,50
73,775,60
269,775,50
82,1165,60
503,1165,50
75,777,60
269,777,50
75,776,60
75,780,60
84,785,60
78,783,60
503,783,50
83,778,60
87,786,60
85,782,60
72,784,60
84,787,60
72,788,60
72,789,60
144,789,50
320,789,5
320,789,50
1282,789,50
77,790,60
144,790,50
320,790,5
320,790,50
1282,790,50
90,791,60
144,791,50
320,791,50
1282,791,50
72,792,60
144,792,50
320,792,5
320,792,50
1282,792,50
82,794,60
144,794,50
320,794,50
80,796,60
223,796,50
144,796,50
320,796,50
1282,796,50
86,1168,60
144,1168,50
320,1168,50
1282,1168,50
75,793,60
76,795,60
78,798,60
83,797,60
91,1166,60
527,1166,50
73,800,60
527,800,50
73,1167,60
87,799,60
78,801,60
90,802,60
103,802,50
144,802,50
1349,802,50
74,808,60
144,808,50
1349,808,50
86,806,60
144,806,50
470,806,50
1349,806,50
73,804,60
412,804,50
81,1102,60
93,1102,50
144,1102,50
88,807,60
412,807,50
90,811,60
412,811,50
82,805,60
412,805,50
83,1169,60
82,809,60
87,803,60
412,803,50
86,810,60
75,814,60
197,814,5
197,814,50
75,812,60
197,812,50
80,813,60
197,813,50
80,815,60
197,815,50
74,816,60
87,817,60
89,819,60
77,818,60
85,820,60
72,821,60
74,822,60
77,827,60
318,827,50
407,827,50
78,826,60
318,826,50
407,826,50
87,823,60
318,823,50
407,823,50
85,828,60
318,828,50
407,828,50
73,825,60
407,825,50
87,1170,60
89,824,60
80,829,60
86,1171,60
75,897,60
77,893,60
87,1172,60
77,901,60
100,901,50
100,901,50
74,904,60
425,904,50
88,894,60
84,899,60
100,899,50
84,1173,60
81,1174,60
88,903,60
425,903,50
90,900,60
100,900,50
79,906,60
89,902,60
100,902,50
77,907,60
112,907,5
112,907,50
320,907,50
78,905,60
427,905,50
77,908,60
320,908,50
84,910,60
112,910,50
320,910,50
75,909,60
320,909,50
78,911,60
225,911,50
72,912,60
112,912,50
320,912,50
80,913,60
225,913,50
90,915,60
225,915,50
77,1175,60
225,1175,50
76,914,60
78,916,60
74,917,60
82,918,60
84,920,60
84,1177,60
83,1176,60
85,919,60
83,922,60
91,921,60
75,923,60
78,926,60
78,925,60
76,1178,60
73,924,60
84,927,60
74,930,60
77,929,60
73,928,60
76,931,60
72,932,60
82,935,60
77,934,60
75,933,60
77,936,60
87,937,60
88,1179,60
85,939,60
74,938,60
91,940,60
399,940,50
73,941,60
85,942,60
89,943,60
98,943,50
103,943,50
74,944,60
399,944,50
83,1090,60
177,1090,50
76,945,60
79,1180,60
83,946,60
277,946,50
177,946,50
83,947,60
277,947,50
77,1089,60
89,948,60
88,949,60
80,950,60
81,952,60
98,952,50
81,953,60
83,951,60
91,954,60
103,954,50
282,954,50
316,954,50
88,955,60
282,955,50
415,955,50
90,957,60
282,957,50
84,956,60
98,956,50
93,956,50
282,956,50
83,1181,60
282,1181,50
74,958,60
282,958,50
415,958,50
87,1183,60
282,1183,50
415,1183,50
74,960,60
86,959,60
103,959,50
73,961,60
84,962,60
98,962,50
91,963,60
527,963,50
82,964,60
83,966,60
78,965,60
72,1182,60
85,967,60
75,968,60
270,968,50
78,970,60
270,970,50
85,969,60
270,969,50
83,971,60
270,971,50
87,973,60
270,973,50
270,973,50
892,973,50
86,972,60
75,978,60
100,978,50
83,974,60
85,975,60
75,980,60
85,976,60
78,982,60
81,977,60
103,977,50
81,983,60
74,984,60
1243,984,50
81,989,60
431,989,50
80,987,60
122,987,50
1318,987,50
78,979,60
105,979,50
188,979,50
75,981,60
80,985,60
88,992,60
122,992,50
83,988,60
122,988,50
91,1184,60
73,986,60
122,986,50
84,993,60
98,993,50
93,993,50
122,993,50
90,990,60
72,994,60
310,994,50
87,991,60
72,997,60
81,995,60
160,995,50
81,999,60
72,1000,60
160,1000,50
173,1000,50
91,996,60
160,996,50
173,996,50
76,998,60
80,1003,60
79,1001,60
79,1002,60
98,1002,50
98,1002,50
91,1004,60
98,1004,50
78,1005,60
302,1005,50
450,1005,50
452,1005,50
85,1006,60
83,1185,60
84,1100,60
93,1100,50
98,1100,50
83,1007,60
74,1009,60
89,1011,60
81,1010,60
86,1008,60
89,1013,60
91,1014,60
91,1015,60
88,1012,60
82,1019,60
511,1019,50
77,1016,60
100,1016,50
72,1017,60
87,1018,60
77,1020,60
122,1020,50
265,1020,50
85,1021,60
122,1021,50
1240,1021,50
72,1023,60
97,1023,50
97,1023,50
98,1023,50
122,1023,50
323,1023,50
91,1022,60
75,1024,60
79,1025,60
97,1025,50
97,1025,50
82,1031,60
122,1031,50
320,1031,5
320,1031,50
318,1031,50
503,1031,50
87,1029,60
98,1029,50
122,1029,50
318,1029,50
320,1029,50
83,1027,60
98,1027,50
122,1027,50
318,1027,50
320,1027,50
74,1028,60
73,1026,60
86,1030,60
76,1032,60
98,1032,50
225,1032,50
142,1032,50
83,1033,60
98,1033,50
122,1033,50
81,1034,60
98,1034,50
122,1034,50
87,1035,60
122,1035,50
73,1036,60
453,1036,50
76,1037,60
122,1037,50
81,1038,60
93,1038,50
98,1038,50
84,1039,60
93,1039,50
98,1039,50
73,1045,60
73,1041,60
122,1041,50
167,1041,50
167,1041,5
169,1041,50
73,1040,60
93,1040,5
98,1040,50
74,1188,60
122,1188,50
167,1188,50
168,1188,50
169,1188,50
85,1042,60
98,1042,50
122,1042,50
167,1042,50
169,1042,50
267,1042,50
83,1043,60
98,1043,50
122,1043,50
167,1043,50
167,1043,50
168,1043,50
169,1043,50
214,1043,50
242,1043,50
80,1189,60
122,1189,50
167,1189,50
168,1189,50
169,1189,50
242,1189,50
79,1044,60
78,1047,60
98,1047,50
248,1047,50
76,1097,60
98,1097,50
122,1097,50
248,1097,50
89,1101,60
93,1101,50
105,1101,50
122,1101,50
248,1101,50
75,1187,60
105,1187,50
105,1187,50
122,1187,50
248,1187,50
91,1046,60
122,1046,50
248,1046,50
85,1049,60
122,1049,50
248,1049,50
90,1048,60
122,1048,50
248,1048,50
77,1051,60
98,1051,50
105,1051,50
122,1051,50
248,1051,50
181,1051,50
74,1053,60
97,1053,50
115,1053,50
144,1053,50
177,1053,50
187,1053,50
112,1053,50
399,1053,50
462,1053,50
1241,1053,50
84,1050,60
122,1050,50
248,1050,50
89,1052,60
144,1052,50
187,1052,50
279,1052,50
1241,1052,50
91,1054,60
144,1054,50
187,1054,50
142,1054,50
1241,1054,50
72,1056,60
97,1056,50
98,1056,50
105,1056,50
144,1056,50
187,1056,50
142,1056,50
287,1056,50
399,1056,50
482,1056,50
1241,1056,50
83,1055,60
103,1055,50
85,1058,60
97,1058,50
144,1058,50
187,1058,50
142,1058,50
112,1058,5
112,1058,50
1241,1058,50
80,1059,60
97,1059,50
105,1059,50
98,1059,50
103,1059,50
271,1059,50
323,1059,50
76,1057,60
83,1060,60
92,1060,50
79,1061,60
74,1186,60
86,1064,60
122,1064,50
144,1064,50
119,1064,50
241,1064,50
252,1064,50
323,1064,50
574,1064,50
87,1062,60
122,1062,50
144,1062,50
119,1062,50
241,1062,50
252,1062,50
323,1062,50
79,1063,60
122,1063,50
144,1063,50
119,1063,50
241,1063,50
252,1063,50
323,1063,50
1251,1063,50
75,1068,60
122,1068,50
144,1068,50
119,1068,50
241,1068,50
252,1068,50
323,1068,50
75,1065,60
122,1065,50
318,1065,50
407,1065,50
91,1066,60
122,1066,50
318,1066,50
407,1066,50
88,1067,60
98,1067,50
122,1067,50
318,1067,50
407,1067,50
75,1069,60
101,1069,50
122,1069,50
119,1069,50
204,1069,50
514,1069,50
225,1069,50
78,1190,60
122,1190,50
119,1190,50
204,1190,50
514,1190,50
225,1190,50
574,1190,50
1316,1190,50
72,1070,60
122,1070,50
119,1070,50
204,1070,50
514,1070,50
225,1070,50
82,1071,60
98,1071,50
122,1071,50
119,1071,50
241,1071,50
90,1072,60
122,1072,50
119,1072,50
241,1072,50
74,1073,60
122,1073,50
119,1073,50
241,1073,50
89,1074,60
95,1074,50
122,1074,50
416,1074,50
85,1077,60
95,1077,50
100,1077,50
100,1077,50
98,1077,50
122,1077,50
416,1077,50
512,1077,50
87,1095,60
94,1095,50
126,1095,50
76,1075,60
105,1075,50
76,1076,60
92,1076,50
105,1076,50
90,1078,60
95,1078,50
98,1078,50
105,1078,50
299,1078,50
323,1078,50
84,1079,60
93,1079,50
443,1079,50
81,1080,60
93,1080,50
100,1080,50
277,1080,50
177,1080,50
74,1081,60
94,1081,50
277,1081,50
80,1091,60
98,1091,50
75,1082,60
92,1082,5
100,1082,50
277,1082,50
468,1082,50
81,1084,60
98,1084,5
98,1084,50
93,1084,50
100,1084,50
102,1084,50
122,1084,50
147,1084,50
152,1084,50
228,1084,50
236,1084,50
287,1084,50
385,1084,50
219,1084,50
574,1084,50
77,1086,60
98,1086,50
100,1086,50
102,1086,50
118,1086,50
122,1086,50
152,1086,50
172,1086,50
228,1086,50
236,1086,50
237,1086,50
287,1086,50
316,1086,50
365,1086,50
385,1086,50
420,1086,50
219,1086,50
574,1086,50
91,1087,60
98,1087,50
95,1087,50
100,1087,50
102,1087,50
118,1087,50
122,1087,50
152,1087,50
228,1087,50
236,1087,50
237,1087,50
316,1087,50
442,1087,50
219,1087,50
574,1087,50
92,1088,5
84,1088,60
94,1088,50
98,1088,50
93,1088,50
197,1088,50
89,1098,60
95,1098,50
95,1098,50
100,1098,50
102,1098,50
98,1098,50
122,1098,50
152,1098,50
180,1098,50
219,1098,50
228,1098,50
236,1098,50
121,1098,50
302,1098,50
316,1098,50
442,1098,50
469,1098,50
88,1083,60
98,1083,50
95,1083,50
105,1083,50
81,1085,60
94,1085,50
98,1085,50
95,1085,50
100,1085,50
98,1085,5
76,1092,60
94,1092,50
96,1092,5
98,1092,50
99,1092,50
100,1092,50
109,1092,50
122,1092,50
142,1092,50
197,1092,50
279,1092,50
287,1092,50
321,1092,50
310,1092,50
421,1092,5
421,1092,50
500,1092,50
421,1092,5
1300,1092,50
103,1586,60
103,1586,50
99,1586,50
100,1586,50
113,1586,50
103,1588,60
104,1588,50
104,1588,50
99,1588,50
282,1588,50
415,1588,50
98,1589,60
101,1589,50
99,1589,50
98,295,50
98,295,60
98,295,50
101,295,50
94,295,50
101,295,50
99,295,50
95,295,50
76,1590,60
98,1590,50
99,1590,50
95,1590,50
76,1103,60
99,1103,50
100,1103,50
95,1103,50
98,20,5
98,20,5
101,20,60
101,20,50
99,20,50
95,20,50
176,20,50
230,20,50
91,1591,60
99,1591,50
100,1591,50
113,1591,50
318,1591,50
420,1591,50
76,1104,60
99,1104,50
95,1104,50
101,1105,60
101,1105,50
99,1105,50
100,1105,50
95,1105,50
124,1105,50
221,1105,50
230,1105,50
493,1105,50
98,1108,5
106,1108,60
93,1108,50
107,1108,50
100,1108,50
95,1108,50
99,1108,50
98,1108,50
144,1108,50
159,1108,50
288,1108,50
423,1108,50
395,1108,50
98,1107,5
106,1107,60
93,1107,50
100,1107,50
107,1107,50
99,1107,50
95,1107,50
98,1593,60
100,1593,50
168,1593,50
180,1593,50
69,1593,50
106,1109,60
93,1109,50
107,1109,50
100,1109,50
95,1109,50
76,1109,5
76,1109,5
76,1109,5
