userID,postID,score
30,5b01a6b9a22b9d0045147802,60
31,5b01a6bf9f5454005e2ee652,60
32,5b01a6d11b69e6006863a212,60
33,5b01a6c09f5454005e2ee65e,60
34,5b01a6e7a22b9d00451478a8,60
35,5b01a704a22b9d0045147912,60
36,5b01a6c21b69e6006863a1dd,60
37,5b01a6e5d50eee004208524f,60
38,5b01a6c91b69e6006863a1fc,60
39,5b01a6e9d50eee0042085286,60
40,5b01a6e6a22b9d004514789d,60
9,5b01a6ff1b69e6006863a2c8,60
9,5b01a6fe9f5454005e2ee756,60
37,5b01a6fd9f5454005e2ee74a,60
41,5b01a709a22b9d004514791f,60
42,5b01a70ad50eee0042085447,60
42,5b01a712a22b9d0045147948,60
43,5b01a713d50eee00420854d7,60
44,5b01a7201b69e6006863a331,60
45,5b01a721d50eee0042085583,60
46,5b01a7229f5454005e2ee7e3,60
44,5b01a7269f5454005e2ee7f8,60
47,5b01a727d50eee00420855de,60
44,5b01a7289f5454005e2ee803,60
29,5b01a7299f5454005e2ee80b,60
48,5b01a736d50eee00420856ac,60
44,5b01a757a22b9d0045147a49,60
10,5b01a75dd50eee00420858d1,60
49,5b01a76fd50eee00420859d9,60
50,5b01a77ed50eee0042085a99,60
2,5b01a760a22b9d0045147a6e,60
44,5b01a765d50eee0042085944,60
44,5b01a762d50eee0042085918,60
51,5b01a76dd50eee00420859b3,60
11,5b01a76ea22b9d0045147aa2,60
50,5b01a79ba22b9d0045147b4b,60
52,5b01a7abd50eee0042085cf2,60
52,5b01a7ada22b9d0045147b8c,60
50,5b01a790d50eee0042085b9c,60
44,5b01a7b09f5454005e2eea0b,60
52,5b01a7b5a22b9d0045147bb4,60
52,5b01a7b79f5454005e2eea2d,60
52,5b01a7a79f5454005e2ee9e9,60
44,5b01a7bba22b9d0045147bca,60
30,5b01a79d9f5454005e2ee9be,60
29,5b01a7ba9f5454005e2eea46,60
30,5b01a7d1d50eee0042085f12,60
29,5b01a7bcd50eee0042085def,60
10,5b01a7dfd50eee0042085fcc,60
1,5b01a7bea22b9d0045147bd4,60
29,5b01a7bfd50eee0042085e13,60
50,5b01a7d09f5454005e2eea94,60
29,5b01a7c0d50eee0042085e28,60
53,5b01a8079f5454005e2eeb5a,60
44,5b01a7ded50eee0042085fb3,60
54,5b01a7dfd50eee0042085fd9,60
53,5b01a81bd50eee00420862eb,60
50,5b01a8201b69e6006863a6ed,60
50,5b01a7ee9f5454005e2eeaf1,60
55,5b01a8221b69e6006863a6fc,60
53,5b01a7f7d50eee0042086109,60
55,5b01a8221b69e6006863a706,60
55,5b01a824d50eee0042086364,60
53,5b01a81ad50eee00420862dc,60
30,5b01a8341b69e6006863a74d,60
11,5b01a81c1b69e6006863a6e1,60
30,5b01a842a22b9d0045147db0,60
30,5b01a844d50eee0042086518,60
55,5b01a8259f5454005e2eebd1,60
56,5b01a857a22b9d0045147df9,60
52,5b01a85f9f5454005e2eeca8,60
30,5b01a8401b69e6006863a788,60
44,5b01a867a22b9d0045147e3c,60
56,5b01a84c9f5454005e2eec61,60
56,5b01a851a22b9d0045147ddc,60
53,5b01a876a22b9d0045147e72,60
50,5b01a898d50eee004208695d,60
57,5b01a89cd50eee0042086992,60
53,5b01a87ed50eee00420867f7,60
44,5b01a87f9f5454005e2eed1b,60
25,5b01a883d50eee0042086851,60
58,5b01a88ba22b9d0045147eda,60
58,5b01a88dd50eee00420868cb,60
57,5b01a8b19f5454005e2eedbf,60
58,5b01a890a22b9d0045147eee,60
57,5b01a8b6a22b9d0045147f7a,60
9,5b01a8b31b69e6006863a91f,60
57,5b01a8b89f5454005e2eedd8,60
57,5b01a8a8d50eee0042086a35,60
57,5b01a8b0d50eee0042086a93,60
59,5b01a8dbd50eee0042086cf0,60
58,5b01a8fbd50eee0042086e8b,60
57,5b01a8bfa22b9d0045147fa1,60
59,5b01a8c81b69e6006863a961,60
59,5b01a8d6a22b9d0045147ff3,60
57,5b01a904d50eee0042086f14,60
57,5b01a9089f5454005e2eeed7,60
59,5b01a8f3d50eee0042086e1a,60
59,5b01a8ef1b69e6006863a9d7,60
9,5b01a90cd50eee0042086fb1,60
58,5b01a900a22b9d004514807b,60
52,5b01a90fd50eee0042086fdb,60
58,5b01a8fd9f5454005e2eeead,60
52,5b01a9129f5454005e2eeefd,60
52,5b01a9139f5454005e2eef04,60
52,5b01a915a22b9d00451480c9,60
57,5b01a90b9f5454005e2eeee4,60
52,5b01a91b1b69e6006863aa6e,60
52,5b01a91da22b9d00451480dd,60
52,5b01a9201b69e6006863aa81,60
9,5b01a922d50eee00420870cf,60
60,5b01a954a22b9d00451481a4,60
60,5b01a94f1b69e6006863ab29,60
60,5b01a95c1b69e6006863ab4a,60
10,5b01a921a22b9d00451480ef,60
61,5b01a9341b69e6006863aaca,60
61,5b01a93c9f5454005e2eef8a,60
60,5b01a96ad50eee0042087456,60
61,5b01a9491b69e6006863ab12,60
60,5b01a962d50eee00420873f4,60
60,5b01a9661b69e6006863ab69,60
61,5b01a9839f5454005e2ef072,60
60,5b01a96b1b69e6006863ab7d,60
62,5b01a96f1b69e6006863ab97,60
52,5b01a9899f5454005e2ef087,60
62,5b01a9709f5454005e2ef02e,60
52,5b01a990d50eee004208763a,60
52,5b01a9971b69e6006863ac18,60
58,5b01a974d50eee00420874d7,60
52,5b01a9a4a22b9d0045148297,60
63,5b01a9729f5454005e2ef03e,60
11,5b01a984d50eee00420875a4,60
52,5b01a9aca22b9d00451482cc,60
52,5b01a9b4a22b9d00451482e9,60
64,5b01a9b51b69e6006863ac8d,60
64,5b01a9b89f5454005e2ef12e,60
64,5b01a9b99f5454005e2ef13c,60
57,5b01a9cdd50eee00420878af,60
57,5b01a9cea22b9d0045148349,60
64,5b01a9cf9f5454005e2ef19a,60
64,5b01a9d19f5454005e2ef1a5,60
57,5b01a9c2d50eee0042087820,60
64,5b01a9d4a22b9d004514835f,60
57,5b01a9cb9f5454005e2ef184,60
64,5b01a9d61b69e6006863ad0c,60
64,5b01a9d8d50eee004208793e,60
53,5b01a9d9d50eee004208794a,60
53,5b01a9e1a22b9d004514838a,60
53,5b01a9f19f5454005e2ef21a,60
53,5b01a9f3a22b9d00451483c7,60
53,5b01a9f49f5454005e2ef224,60
53,5b01a9f51b69e6006863ad66,60
53,5b01a9f6a22b9d00451483da,60
53,5b01aa041b69e6006863adb4,60
15,5b01aa04d50eee0042087b12,60
65,5b01aa0dd50eee0042087b7f,60
65,5b01aa119f5454005e2ef29b,60
61,5b01a9fba22b9d00451483ed,60
65,5b01aa13a22b9d004514843d,60
61,5b01aa021b69e6006863adae,60
61,5b01a9ff9f5454005e2ef254,60
65,5b01aa18d50eee0042087c0b,60
65,5b01aa149f5454005e2ef2a2,60
66,5b01aa19a22b9d004514844e,60
67,5b01aa091b69e6006863adca,60
9,5b01aa1a9f5454005e2ef2b5,60
9,5b01aa1b9f5454005e2ef2bb,60
9,5b01aa1da22b9d004514845d,60
9,5b01aa1fd50eee0042087c6b,60
65,5b01aa241b69e6006863ae14,60
6,5b01aa25d50eee0042087cad,60
9,5b01aa271b69e6006863ae23,60
11,5b01aa261b69e6006863ae1c,60
39,5b01aa2f1b69e6006863ae3a,60
39,5b01aa2ea22b9d00451484a6,60
68,5b01aa301b69e6006863ae40,60
68,5b01aa321b69e6006863ae4c,60
68,5b01aa339f5454005e2ef30c,60
68,5b01aa341b69e6006863ae5b,60
68,5b01aa361b69e6006863ae6a,60
68,5b01aa379f5454005e2ef323,60
68,5b01aa38a22b9d00451484cb,60
68,5b01aa391b69e6006863ae7b,60
68,5b01aa3ad50eee0042087dbe,60
68,5b01aa3b1b69e6006863ae86,60
68,5b01aa3cd50eee0042087de8,60
68,5b01aa3d9f5454005e2ef344,60
68,5b01aa3e9f5454005e2ef353,60
68,5b01aa429f5454005e2ef36b,60
68,5b01aa411b69e6006863ae9f,60
68,5b01aa43d50eee0042087e43,60
68,5b01aa469f5454005e2ef382,60
68,5b01aa45a22b9d0045148500,60
69,5bb8a384808ca4007284120e,60
68,5b01aa471b69e6006863aeb7,60
69,5bb8a222808ca4007283fa18,60
68,5b01aa48a22b9d0045148516,60
70,5b01a59ba22b9d00451473ae,50
68,5b01aa499f5454005e2ef396,60
68,5b01aa4cd50eee0042087eb8,60
68,5b01aa4a1b69e6006863aeca,60
68,5b01aa511b69e6006863aee6,60
68,5b01aa65a22b9d0045148582,60
68,5b01aa519f5454005e2ef3c5,60
68,5b01aa539f5454005e2ef3d4,60
68,5b01aa681b69e6006863af52,60
68,5b01aa571b69e6006863af06,60
68,5b01aa6a9f5454005e2ef422,60
11,5b01aa581b69e6006863af13,60
11,5b01aa62d50eee0042087fda,60
57,5b01aa96a22b9d004514861c,60
68,5b01aa4f9f5454005e2ef3b2,60
10,5b01aa97d50eee0042088205,60
68,5b01aa6ba22b9d004514859c,60
58,5b01aa6d1b69e6006863af64,60
58,5b01aa711b69e6006863af78,60
57,5b01aa829f5454005e2ef47d,60
57,5b01aa8b1b69e6006863afcc,60
52,5b01aaa21b69e6006863b027,60
68,5b01aa99a22b9d004514862b,60
52,5b01aaa69f5454005e2ef4e9,60
58,5b01aa9ad50eee0042088230,60
52,5b01aaa9a22b9d0045148672,60
52,5b01aaaad50eee00420882fe,60
52,5b01aaab1b69e6006863b049,60
52,5b01aaaea22b9d0045148686,60
58,5b01aaa0d50eee004208827f,60
52,5b01aab1d50eee004208835a,60
52,5b01aab69f5454005e2ef515,60
52,5b01aaba9f5454005e2ef51e,60
52,5b01aac7a22b9d00451486e7,60
68,5b01aa9ba22b9d0045148635,60
52,5b01aabd9f5454005e2ef52c,60
52,5b01aad2d50eee0042088522,60
52,5b01aac49f5454005e2ef559,60
52,5b01aaca1b69e6006863b0b0,60
52,5b01aad79f5454005e2ef5a2,60
52,5b01aadb9f5454005e2ef5b4,60
52,5b01aae4a22b9d0045148754,60
52,5b01aae9a22b9d0045148760,60
52,5b01aaeca22b9d0045148773,60
52,5b01aaf29f5454005e2ef5f8,60
52,5b01aaf7a22b9d0045148799,60
52,5b01aafbd50eee0042088723,60
52,5b01aafda22b9d00451487b5,60
52,5b01ab011b69e6006863b17f,60
52,5b01ab06a22b9d00451487d0,60
52,5b01ab0a9f5454005e2ef643,60
52,5b01ab0e1b69e6006863b1aa,60
52,5b01ab139f5454005e2ef662,60
52,5b01ab17a22b9d0045148813,60
52,5b01ab19d50eee00420888b4,60
52,5b01ab1dd50eee00420888e8,60
52,5b01ab20a22b9d0045148831,60
52,5b01ab28a22b9d004514884c,60
52,5b01ab31a22b9d004514887b,60
52,5b01ab35a22b9d0045148887,60
52,5b01ab391b69e6006863b236,60
52,5b01ab3b9f5454005e2ef6da,60
52,5b01ab449f5454005e2ef6fa,60
68,5b01ab459f5454005e2ef6ff,60
68,5b01ab46a22b9d00451488c7,60
71,5b01ab509f5454005e2ef72c,60
9,5b01ab519f5454005e2ef737,60
9,5b01ab529f5454005e2ef73d,60
9,5b01ab57a22b9d004514890f,60
58,5b01ab5bd50eee0042088c0f,60
71,5b01ab4ea22b9d00451488ec,60
68,5b01ab49a22b9d00451488d5,60
58,5b01ab65a22b9d004514894f,60
58,5b01ab66d50eee0042088cb5,60
58,5b01ab5e1b69e6006863b2cc,60
58,5b01ab679f5454005e2ef781,60
58,5b01ab621b69e6006863b2db,60
58,5b01ab61a22b9d004514892c,60
58,5b01ab63d50eee0042088c83,60
58,5b01ab64a22b9d004514893f,60
58,5b01ab68d50eee0042088cd6,60
72,5b02d6061b69e600686e5096,60
73,5b02d6129f5454477c2fa205,60
74,5b02d6111b69e600686e50fd,60
72,5b02d6139f5454477c2fa214,60
75,5b02d615d50eee4ea4bb8fe2,60
76,5b02d621a22b9d004525fa77,60
77,5b02d6229f5454477c2fa281,60
78,5b02d6239f5454477c2fa299,60
79,5b02d625d50eee4ea4bb9067,60
80,5b02d6269f5454477c2fa2ad,60
77,5b02d627a22b9d004525fae4,60
81,5b02d62b9f5454477c2fa2d0,60
82,5b02d6319f5454477c2fa302,60
83,5b02d6339f5454477c2fa31c,60
84,5b02d6401b69e600686e524e,60
85,5b02d641d50eee4ea4bb912a,60
83,5b02d6421b69e600686e5266,60
79,5b02d6439f5454477c2fa3a3,60
80,5b02d647d50eee4ea4bb9162,60
86,5b02d648d50eee4ea4bb9171,60
83,5b02d6491b69e600686e52a7,60
75,5b02d64a9f5454477c2fa3dc,60
87,5b02d64d1b69e600686e52cc,60
83,5b02d64e1b69e600686e52d7,60
83,5b02d650a22b9d004525fd9b,60
83,5b02d65ad50eee4ea4bb91ec,60
78,5b02d6629f5454477c2fa47b,60
87,5b02d6639f5454477c2fa488,60
77,5b02d6679f5454477c2fa4a5,60
88,5b02d66a1b69e600686e53b3,60
88,5b02d66c9f5454477c2fa4cf,60
81,5b02d66fa22b9d004525ffb3,60
82,5b02d66d9f5454477c2fa4d8,60
77,5b02d670a22b9d004525ffcd,60
89,5b02d6721b69e600686e53e6,60
84,5b02d676a22b9d0045260027,60
82,5b02d67ad50eee4ea4bb92ed,60
81,5b02d679a22b9d0045260063,60
77,5b02d67b9f5454477c2fa531,60
84,5b02d67da22b9d00452600b3,60
88,5b02d67ca22b9d0045260099,60
85,5b02d67ed50eee4ea4bb9318,60
90,5b02d67fa22b9d00452600da,60
81,5b02d685a22b9d004526013e,60
72,5b02d684a22b9d0045260129,60
82,5b02d6869f5454477c2fa57e,60
79,5b02d68b9f5454477c2fa5b0,60
88,5b02d68dd50eee4ea4bb9372,60
72,5b02d687d50eee4ea4bb9353,60
79,5b02d6889f5454477c2fa597,60
84,5b02d6891b69e600686e549e,60
72,5b02d697d50eee4ea4bb93cb,60
79,5b02d68f1b69e600686e54c7,60
84,5b02d694d50eee4ea4bb93a7,60
86,5b02d69b9f5454477c2fa61f,60
86,5b02d6939f5454477c2fa5f0,60
81,5b02d6a51b69e600686e5568,60
77,5b02d6a69f5454477c2fa67c,60
89,5b02d6a81b69e600686e5585,60
77,5b02d6a9a22b9d0045260378,60
89,5b02d6ac9f5454477c2fa6a7,60
86,5b02d6b01b69e600686e55cb,60
83,5b02d6ae9f5454477c2fa6b8,60
77,5b02d6afd50eee4ea4bb9491,60
90,5b02d6b21b69e600686e55e5,60
86,5b02d6b3d50eee4ea4bb94b6,60
86,5b02d6bd1b69e600686e5648,60
87,5b02d6b49f5454477c2fa6f9,60
74,5b02d6b7d50eee4ea4bb94e2,60
76,5b02d6c0a22b9d004526051f,60
85,5b02d6c2a22b9d0045260560,60
72,5b02d6c4d50eee4ea4bb9544,60
82,5b02d6c51b69e600686e56dd,60
73,5b02d6c6a22b9d00452605c5,60
77,5b02d6c89f5454477c2fa816,60
74,5b02d6c99f5454477c2fa822,60
74,5b02d6cc9f5454477c2fa852,60
83,5b02d6d0d50eee4ea4bb9662,60
83,5b02d6d59f5454477c2fa8ab,60
90,5b02d6d99f5454477c2fa8f1,60
73,5b02d6daa22b9d00452607f7,60
79,5b02d6dbd50eee4ea4bb9744,60
78,5b02d6df1b69e600686e58ea,60
85,5b02d6e0d50eee4ea4bb97a8,60
83,5b02d6e11b69e600686e591b,60
84,5b02d6e3d50eee4ea4bb97d3,60
91,5b02d6e4d50eee4ea4bb97df,60
72,5b02d6e51b69e600686e5965,60
73,5b02d6e6a22b9d00452608e4,60
86,5b02d6e79f5454477c2faa71,60
84,5b02d6e89f5454477c2faa96,60
76,5b02d6e91b69e600686e598d,60
90,5b02d6ebd50eee4ea4bb9884,60
86,5b02d6ef9f5454477c2fab01,60
81,5b02d6f19f5454477c2fab10,60
72,5b02d6f29f5454477c2fab31,60
74,5b02d6f31b69e600686e5a49,60
86,5b02d6f69f5454477c2fab93,60
91,5b02d6f81b69e600686e5a8f,60
79,5b02d6f79f5454477c2fabb7,60
81,5b02d6f9d50eee4ea4bb9957,60
88,5b02d6fd9f5454477c2fac0b,60
75,5b02d6fe9f5454477c2fac2b,60
90,5b02d701a22b9d0045260c0c,60
81,5b02d702a22b9d0045260c25,60
78,5b02d7051b69e600686e5b90,60
77,5b02d7079f5454477c2fac7a,60
75,5b02d708a22b9d0045260c91,60
78,5b02d7031b69e600686e5b7c,60
80,5b02d7099f5454477c2fac8f,60
89,5b02d70a1b69e600686e5bb5,60
73,5b02d70ba22b9d0045260cc8,60
89,5b02d711a22b9d0045260d31,60
83,5b02d7169f5454477c2fad0b,60
82,5b02d7189f5454477c2fad15,60
78,5b02d719a22b9d0045260dad,60
72,5b02d71b1b69e600686e5c32,60
82,5b02d71ad50eee4ea4bb9a9e,60
83,5b02d71c1b69e600686e5c3e,60
74,5b02d71fa22b9d0045260e14,60
79,5b02d71e9f5454477c2fad46,60
75,5b02d7201b69e600686e5c62,60
79,5b02d7211b69e600686e5c73,60
77,5b02d722d50eee4ea4bb9ad3,60
89,5b02d7231b69e600686e5c80,60
79,5b02d724d50eee4ea4bb9ae7,60
78,5b02d7251b69e600686e5c8e,60
86,5b02d726a22b9d0045260e84,60
87,5b02d731d50eee4ea4bb9b37,60
80,5b02d7309f5454477c2fadc9,60
84,5b02d738d50eee4ea4bb9b79,60
72,5b02d739a22b9d0045260fac,60
74,5b02d73a1b69e600686e5d29,60
78,5b02d73ca22b9d0045260fd8,60
88,5b02d73e1b69e600686e5d45,60
82,5b02d73c9f5454477c2fae2f,60
79,5b02d73f1b69e600686e5d54,60
76,5b02d7449f5454477c2fae6c,60
90,5b02d7489f5454477c2fae8f,60
89,5b02d74cd50eee4ea4bb9c19,60
81,5b02d753d50eee4ea4bb9c4b,60
86,5b02d754a22b9d004526115c,60
79,5b02d755d50eee4ea4bb9c5f,60
73,5b02d7561b69e600686e5de0,60
88,5b02d762d50eee4ea4bb9cb4,60
85,5b02d7609f5454477c2faf30,60
85,5b02d76ea22b9d0045261318,60
91,5b02d76f1b69e600686e5eab,60
73,5b02d774d50eee4ea4bb9d2d,60
87,5b02d7739f5454477c2fafd3,60
84,5b02d776d50eee4ea4bb9d42,60
73,5b02d777d50eee4ea4bb9d4f,60
75,5b02d7799f5454477c2fb00c,60
81,5b02d77ba22b9d00452613e7,60
81,5b02d77e9f5454477c2fb03a,60
76,5b02d77f9f5454477c2fb04a,60
74,5b02d7839f5454477c2fb071,60
88,5b02d7819f5454477c2fb05d,60
74,5b02d7841b69e600686e5f46,60
88,5b02d788d50eee4ea4bb9dc0,60
84,5b02d7899f5454477c2fb0a8,60
72,5b02d7871b69e600686e5f5a,60
79,5b02d78ba22b9d0045261512,60
85,5b02d78ca22b9d0045261523,60
83,5b02d78d9f5454477c2fb0cf,60
80,5b02d78ea22b9d0045261553,60
73,5b02d7929f5454477c2fb0fc,60
83,5b02d7921b69e600686e5fb9,60
79,5b02d7941b69e600686e5fcb,60
75,5b02d797a22b9d00452615db,60
74,5b02d7981b69e600686e5ff1,60
86,5b02d7981b69e600686e5ffd,60
80,5b02d7999f5454477c2fb138,60
89,5b02d79aa22b9d004526161f,60
78,5b02d79c1b69e600686e6013,60
88,5b02d7a0d50eee4ea4bb9e6c,60
87,5b02d7a39f5454477c2fb18d,60
77,5b02d7a51b69e600686e6057,60
83,5b02d7a59f5454477c2fb19e,60
82,5b02d7a6d50eee4ea4bb9e99,60
80,5b02d7a71b69e600686e6072,60
79,5b02d7aca22b9d004526174e,60
79,5b02d7b09f5454477c2fb1ec,60
87,5b02d7b29f5454477c2fb201,60
77,5b02d7b19f5454477c2fb1f6,60
89,5b02d7b39f5454477c2fb20f,60
82,5b02d7b99f5454477c2fb23b,60
73,5b02d7bb1b69e600686e6115,60
75,5b02d7c61b69e600686e616b,60
87,5b02d7c79f5454477c2fb29c,60
74,5b02d7caa22b9d0045261931,60
79,5b02d7cd1b69e600686e61af,60
86,5b02d7d4d50eee4ea4bb9ff9,60
86,5b02d7d61b69e600686e6202,60
79,5b02d7db1b69e600686e6229,60
86,5b02d7daa22b9d0045261a51,60
84,5b02d7dcd50eee4ea4bba033,60
90,5b02d7dfd50eee4ea4bba04f,60
82,5b02d7de9f5454477c2fb355,60
79,5b02d7e2d50eee4ea4bba06c,60
87,5b02d7e3a22b9d0045261ae8,60
84,5b02d7e0a22b9d0045261abb,60
89,5b02d7e41b69e600686e6271,60
91,5b02d7e59f5454477c2fb395,60
73,5b02d7e6a22b9d0045261b1e,60
87,5b02d7e71b69e600686e628b,60
72,5b02d7e8a22b9d0045261b4e,60
91,5b02d7f19f5454477c2fb409,60
74,5b02d7f2d50eee4ea4bba11d,60
78,5b02d7f3d50eee4ea4bba12c,60
72,5b02d8019f5454477c2fb4a3,60
77,5b02d8031b69e600686e6394,60
73,5b02d805a22b9d0045261dae,60
90,5b02d8029f5454477c2fb4ab,60
88,5b02d809a22b9d0045261e25,60
73,5b02d80d1b69e600686e6448,60
88,5b02d80f1b69e600686e6487,60
80,5b02d7f9a22b9d0045261c91,60
76,5b02d8101b69e600686e6494,60
76,5b02d8111b69e600686e64a0,60
72,5b02d8139f5454477c2fb5f4,60
83,5b02d8149f5454477c2fb617,60
88,5b02d8179f5454477c2fb635,60
84,5b02d816a22b9d0045261f8a,60
91,5b02d8199f5454477c2fb659,60
81,5b02d81b9f5454477c2fb66f,60
79,5b02d81aa22b9d004526200d,60
86,5b02d81da22b9d0045262093,60
91,5b02d81c9f5454477c2fb680,60
81,5b02d81ea22b9d00452620c2,60
87,5b02d81f1b69e600686e6560,60
85,5b02d820d50eee4ea4bba3bc,60
91,5b02d822d50eee4ea4bba3e6,60
88,5b02d8239f5454477c2fb70c,60
91,5b02d824d50eee4ea4bba40f,60
73,5b02d82bd50eee4ea4bba468,60
76,5b02d8289f5454477c2fb77b,60
77,5b02d82ca22b9d004526220e,60
77,5b02d8301b69e600686e66b4,60
89,5b02d82d9f5454477c2fb7b7,60
75,5b02d831a22b9d0045262280,60
82,5b02d832a22b9d0045262294,60
78,5b02d8339f5454477c2fb850,60
87,5b02d835d50eee4ea4bba4f5,60
75,5b02d837a22b9d004526232e,60
78,5b02d8381b69e600686e673d,60
90,5b02d8401b69e600686e67b8,60
74,5b02d8399f5454477c2fb8df,60
73,5b02d841a22b9d004526244c,60
73,5b02d8429f5454477c2fb99b,60
78,5b02d844d50eee4ea4bba5bb,60
90,5b02d8451b69e600686e6802,60
76,5b02d8461b69e600686e680d,60
79,5b02d8471b69e600686e681a,60
89,5b02d84aa22b9d0045262509,60
